filename	card	card_theme	category	prompt
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	seeking a perfection that is not attainable 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	hanging on to the past 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	feeling overwhelmed by the problems of the world 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	the inability to recognize all aspects of yourself 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	fear of restriction 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	emotional stagnation and resting on your laurels 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	not taking charge of your life and choices 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	staying attached to people or ideas that hurt you 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow	being caught up in your own tiny world unable to see the big picture 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	feeling untouched by human problems, yet fully capable of dealing with them 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	wearing the world like a loose garment 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	a feeling that nothing can overwhelm you now 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	the completion of one cycle and the beginning of another 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	standing on solid ground inside yourself 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	being a whole person—not perfect, but complete 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	realizing your goals 
theworld.jpeg	The World	Chasing a Rainbow Versus The Challenge of Living Here 	The World's Shadow Gifts	without attachment, you are able to let go of the past and dance into the future but equilibrium at its center 
